"","X","Periodo","Índices.y.tasas","General..vivienda.nueva.y.de.segunda.mano","Comunidades.y.Ciudades.Autónomas","value"
"5068",5068,"2013T1","Variación en lo que va de año","General","06 Cantabria",-6.8
"5069",5069,"2012T4","Variación en lo que va de año","General","06 Cantabria",-12.7
"5070",5070,"2012T3","Variación en lo que va de año","General","06 Cantabria",-13.3
"5071",5071,"2012T2","Variación en lo que va de año","General","06 Cantabria",-9
"5072",5072,"2012T1","Variación en lo que va de año","General","06 Cantabria",-4.8
"5073",5073,"2011T4","Variación en lo que va de año","General","06 Cantabria",-11.6
"5074",5074,"2011T3","Variación en lo que va de año","General","06 Cantabria",-9.1
"5075",5075,"2011T2","Variación en lo que va de año","General","06 Cantabria",-5.3
"5076",5076,"2011T1","Variación en lo que va de año","General","06 Cantabria",-3.1
"5077",5077,"2010T4","Variación en lo que va de año","General","06 Cantabria",-7.2
"5078",5078,"2010T3","Variación en lo que va de año","General","06 Cantabria",-6
"5079",5079,"2010T2","Variación en lo que va de año","General","06 Cantabria",-3.2
"5080",5080,"2010T1","Variación en lo que va de año","General","06 Cantabria",-4.2
"5081",5081,"2009T4","Variación en lo que va de año","General","06 Cantabria",-6
"5082",5082,"2009T3","Variación en lo que va de año","General","06 Cantabria",-5.3
"5083",5083,"2009T2","Variación en lo que va de año","General","06 Cantabria",-5
"5084",5084,"2009T1","Variación en lo que va de año","General","06 Cantabria",-4.3
"5085",5085,"2008T4","Variación en lo que va de año","General","06 Cantabria",-2.6
"5086",5086,"2008T3","Variación en lo que va de año","General","06 Cantabria",-1.2
"5087",5087,"2008T2","Variación en lo que va de año","General","06 Cantabria",0
"5088",5088,"2008T1","Variación en lo que va de año","General","06 Cantabria",0.5
"5089",5089,"2007T4","Variación en lo que va de año","General","06 Cantabria",6.6
"5090",5090,"2007T3","Variación en lo que va de año","General","06 Cantabria",5.4
"5091",5091,"2007T2","Variación en lo que va de año","General","06 Cantabria",4.1
"5092",5092,"2007T1","Variación en lo que va de año","General","06 Cantabria",1.5
"5093",5093,"2023T3","Índice","Vivienda nueva","06 Cantabria",160.281
"5094",5094,"2023T2","Índice","Vivienda nueva","06 Cantabria",154.559
"5095",5095,"2023T1","Índice","Vivienda nueva","06 Cantabria",152.443
"5096",5096,"2022T4","Índice","Vivienda nueva","06 Cantabria",145.19
"5097",5097,"2022T3","Índice","Vivienda nueva","06 Cantabria",140.495
"5098",5098,"2022T2","Índice","Vivienda nueva","06 Cantabria",136.238
"5099",5099,"2022T1","Índice","Vivienda nueva","06 Cantabria",137.93
"5100",5100,"2021T4","Índice","Vivienda nueva","06 Cantabria",131.31
"5101",5101,"2021T3","Índice","Vivienda nueva","06 Cantabria",130.265
"5102",5102,"2021T2","Índice","Vivienda nueva","06 Cantabria",127.052
"5103",5103,"2021T1","Índice","Vivienda nueva","06 Cantabria",123.809
"5104",5104,"2020T4","Índice","Vivienda nueva","06 Cantabria",123.493
"5105",5105,"2020T3","Índice","Vivienda nueva","06 Cantabria",126.75
"5106",5106,"2020T2","Índice","Vivienda nueva","06 Cantabria",121.801
"5107",5107,"2020T1","Índice","Vivienda nueva","06 Cantabria",118.526
"5108",5108,"2019T4","Índice","Vivienda nueva","06 Cantabria",114.499
"5109",5109,"2019T3","Índice","Vivienda nueva","06 Cantabria",115.355
"5110",5110,"2019T2","Índice","Vivienda nueva","06 Cantabria",115.005
"5111",5111,"2019T1","Índice","Vivienda nueva","06 Cantabria",119.627
"5112",5112,"2018T4","Índice","Vivienda nueva","06 Cantabria",112.713
"5113",5113,"2018T3","Índice","Vivienda nueva","06 Cantabria",112.999
"5114",5114,"2018T2","Índice","Vivienda nueva","06 Cantabria",109.873
"5115",5115,"2018T1","Índice","Vivienda nueva","06 Cantabria",107.029
"5116",5116,"2017T4","Índice","Vivienda nueva","06 Cantabria",106.205
"5117",5117,"2017T3","Índice","Vivienda nueva","06 Cantabria",108.379
"5118",5118,"2017T2","Índice","Vivienda nueva","06 Cantabria",107.957
"5119",5119,"2017T1","Índice","Vivienda nueva","06 Cantabria",104.218
"5120",5120,"2016T4","Índice","Vivienda nueva","06 Cantabria",102.713
"5121",5121,"2016T3","Índice","Vivienda nueva","06 Cantabria",105.824
"5122",5122,"2016T2","Índice","Vivienda nueva","06 Cantabria",104.765
"5123",5123,"2016T1","Índice","Vivienda nueva","06 Cantabria",102.62
"5124",5124,"2015T4","Índice","Vivienda nueva","06 Cantabria",101.269
"5125",5125,"2015T3","Índice","Vivienda nueva","06 Cantabria",103.073
"5126",5126,"2015T2","Índice","Vivienda nueva","06 Cantabria",99.465
"5127",5127,"2015T1","Índice","Vivienda nueva","06 Cantabria",96.193
"5128",5128,"2014T4","Índice","Vivienda nueva","06 Cantabria",96.518
"5129",5129,"2014T3","Índice","Vivienda nueva","06 Cantabria",96.91
"5130",5130,"2014T2","Índice","Vivienda nueva","06 Cantabria",94.216
"5131",5131,"2014T1","Índice","Vivienda nueva","06 Cantabria",95.282
"5132",5132,"2013T4","Índice","Vivienda nueva","06 Cantabria",93.883
"5133",5133,"2013T3","Índice","Vivienda nueva","06 Cantabria",91.211
"5134",5134,"2013T2","Índice","Vivienda nueva","06 Cantabria",88.81
"5135",5135,"2013T1","Índice","Vivienda nueva","06 Cantabria",91.19
"5136",5136,"2012T4","Índice","Vivienda nueva","06 Cantabria",96.122
"5137",5137,"2012T3","Índice","Vivienda nueva","06 Cantabria",94.071
"5138",5138,"2012T2","Índice","Vivienda nueva","06 Cantabria",99.217
"5139",5139,"2012T1","Índice","Vivienda nueva","06 Cantabria",104.35
"5140",5140,"2011T4","Índice","Vivienda nueva","06 Cantabria",108.284
"5141",5141,"2011T3","Índice","Vivienda nueva","06 Cantabria",112.028
"5142",5142,"2011T2","Índice","Vivienda nueva","06 Cantabria",115.728
"5143",5143,"2011T1","Índice","Vivienda nueva","06 Cantabria",118.802
"5144",5144,"2010T4","Índice","Vivienda nueva","06 Cantabria",121.267
"5145",5145,"2010T3","Índice","Vivienda nueva","06 Cantabria",123.628
"5146",5146,"2010T2","Índice","Vivienda nueva","06 Cantabria",126.664
"5147",5147,"2010T1","Índice","Vivienda nueva","06 Cantabria",125.373
"5148",5148,"2009T4","Índice","Vivienda nueva","06 Cantabria",132.617
"5149",5149,"2009T3","Índice","Vivienda nueva","06 Cantabria",134.547
"5150",5150,"2009T2","Índice","Vivienda nueva","06 Cantabria",135.329
"5151",5151,"2009T1","Índice","Vivienda nueva","06 Cantabria",136.427
"5152",5152,"2008T4","Índice","Vivienda nueva","06 Cantabria",142.559
"5153",5153,"2008T3","Índice","Vivienda nueva","06 Cantabria",142.387
"5154",5154,"2008T2","Índice","Vivienda nueva","06 Cantabria",142.431
"5155",5155,"2008T1","Índice","Vivienda nueva","06 Cantabria",140.972
"5156",5156,"2007T4","Índice","Vivienda nueva","06 Cantabria",139.44
"5157",5157,"2007T3","Índice","Vivienda nueva","06 Cantabria",135.409
"5158",5158,"2007T2","Índice","Vivienda nueva","06 Cantabria",132.466
"5159",5159,"2007T1","Índice","Vivienda nueva","06 Cantabria",129.582
"5160",5160,"2023T3","Variación trimestral","Vivienda nueva","06 Cantabria",3.7
"5161",5161,"2023T2","Variación trimestral","Vivienda nueva","06 Cantabria",1.4
"5162",5162,"2023T1","Variación trimestral","Vivienda nueva","06 Cantabria",5
"5163",5163,"2022T4","Variación trimestral","Vivienda nueva","06 Cantabria",3.3
"5164",5164,"2022T3","Variación trimestral","Vivienda nueva","06 Cantabria",3.1
"5165",5165,"2022T2","Variación trimestral","Vivienda nueva","06 Cantabria",-1.2
"5166",5166,"2022T1","Variación trimestral","Vivienda nueva","06 Cantabria",5
"5167",5167,"2021T4","Variación trimestral","Vivienda nueva","06 Cantabria",0.8
"5168",5168,"2021T3","Variación trimestral","Vivienda nueva","06 Cantabria",2.5
"5169",5169,"2021T2","Variación trimestral","Vivienda nueva","06 Cantabria",2.6
"5170",5170,"2021T1","Variación trimestral","Vivienda nueva","06 Cantabria",0.3
"5171",5171,"2020T4","Variación trimestral","Vivienda nueva","06 Cantabria",-2.6
"5172",5172,"2020T3","Variación trimestral","Vivienda nueva","06 Cantabria",4.1
"5173",5173,"2020T2","Variación trimestral","Vivienda nueva","06 Cantabria",2.8
"5174",5174,"2020T1","Variación trimestral","Vivienda nueva","06 Cantabria",3.5
"5175",5175,"2019T4","Variación trimestral","Vivienda nueva","06 Cantabria",-0.7
"5176",5176,"2019T3","Variación trimestral","Vivienda nueva","06 Cantabria",0.3
"5177",5177,"2019T2","Variación trimestral","Vivienda nueva","06 Cantabria",-3.9
"5178",5178,"2019T1","Variación trimestral","Vivienda nueva","06 Cantabria",6.1
"5179",5179,"2018T4","Variación trimestral","Vivienda nueva","06 Cantabria",-0.3
"5180",5180,"2018T3","Variación trimestral","Vivienda nueva","06 Cantabria",2.8
"5181",5181,"2018T2","Variación trimestral","Vivienda nueva","06 Cantabria",2.7
"5182",5182,"2018T1","Variación trimestral","Vivienda nueva","06 Cantabria",0.8
"5183",5183,"2017T4","Variación trimestral","Vivienda nueva","06 Cantabria",-2
"5184",5184,"2017T3","Variación trimestral","Vivienda nueva","06 Cantabria",0.4
"5185",5185,"2017T2","Variación trimestral","Vivienda nueva","06 Cantabria",3.6
"5186",5186,"2017T1","Variación trimestral","Vivienda nueva","06 Cantabria",1.5
"5187",5187,"2016T4","Variación trimestral","Vivienda nueva","06 Cantabria",-2.9
"5188",5188,"2016T3","Variación trimestral","Vivienda nueva","06 Cantabria",1
"5189",5189,"2016T2","Variación trimestral","Vivienda nueva","06 Cantabria",2.1
"5190",5190,"2016T1","Variación trimestral","Vivienda nueva","06 Cantabria",1.3
"5191",5191,"2015T4","Variación trimestral","Vivienda nueva","06 Cantabria",-1.7
"5192",5192,"2015T3","Variación trimestral","Vivienda nueva","06 Cantabria",3.6
"5193",5193,"2015T2","Variación trimestral","Vivienda nueva","06 Cantabria",3.4
"5194",5194,"2015T1","Variación trimestral","Vivienda nueva","06 Cantabria",-0.3
"5195",5195,"2014T4","Variación trimestral","Vivienda nueva","06 Cantabria",-0.4
"5196",5196,"2014T3","Variación trimestral","Vivienda nueva","06 Cantabria",2.9
"5197",5197,"2014T2","Variación trimestral","Vivienda nueva","06 Cantabria",-1.1
"5198",5198,"2014T1","Variación trimestral","Vivienda nueva","06 Cantabria",1.5
"5199",5199,"2013T4","Variación trimestral","Vivienda nueva","06 Cantabria",2.9
"5200",5200,"2013T3","Variación trimestral","Vivienda nueva","06 Cantabria",2.7
"5201",5201,"2013T2","Variación trimestral","Vivienda nueva","06 Cantabria",-2.6
"5202",5202,"2013T1","Variación trimestral","Vivienda nueva","06 Cantabria",-5.1
"5203",5203,"2012T4","Variación trimestral","Vivienda nueva","06 Cantabria",2.2
"5204",5204,"2012T3","Variación trimestral","Vivienda nueva","06 Cantabria",-5.2
"5205",5205,"2012T2","Variación trimestral","Vivienda nueva","06 Cantabria",-4.9
"5206",5206,"2012T1","Variación trimestral","Vivienda nueva","06 Cantabria",-3.6
"5207",5207,"2011T4","Variación trimestral","Vivienda nueva","06 Cantabria",-3.3
"5208",5208,"2011T3","Variación trimestral","Vivienda nueva","06 Cantabria",-3.2
"5209",5209,"2011T2","Variación trimestral","Vivienda nueva","06 Cantabria",-2.6
"5210",5210,"2011T1","Variación trimestral","Vivienda nueva","06 Cantabria",-2
"5211",5211,"2010T4","Variación trimestral","Vivienda nueva","06 Cantabria",-1.9
"5212",5212,"2010T3","Variación trimestral","Vivienda nueva","06 Cantabria",-2.4
"5213",5213,"2010T2","Variación trimestral","Vivienda nueva","06 Cantabria",1
"5214",5214,"2010T1","Variación trimestral","Vivienda nueva","06 Cantabria",-5.5
"5215",5215,"2009T4","Variación trimestral","Vivienda nueva","06 Cantabria",-1.4
"5216",5216,"2009T3","Variación trimestral","Vivienda nueva","06 Cantabria",-0.6
"5217",5217,"2009T2","Variación trimestral","Vivienda nueva","06 Cantabria",-0.8
"5218",5218,"2009T1","Variación trimestral","Vivienda nueva","06 Cantabria",-4.3
"5219",5219,"2008T4","Variación trimestral","Vivienda nueva","06 Cantabria",0.1
"5220",5220,"2008T3","Variación trimestral","Vivienda nueva","06 Cantabria",0
"5221",5221,"2008T2","Variación trimestral","Vivienda nueva","06 Cantabria",1
"5222",5222,"2008T1","Variación trimestral","Vivienda nueva","06 Cantabria",1.1
"5223",5223,"2007T4","Variación trimestral","Vivienda nueva","06 Cantabria",3
"5224",5224,"2007T3","Variación trimestral","Vivienda nueva","06 Cantabria",2.2
"5225",5225,"2007T2","Variación trimestral","Vivienda nueva","06 Cantabria",2.2
"5226",5226,"2007T1","Variación trimestral","Vivienda nueva","06 Cantabria",1.9
"5227",5227,"2023T3","Variación anual","Vivienda nueva","06 Cantabria",14.1
"5228",5228,"2023T2","Variación anual","Vivienda nueva","06 Cantabria",13.4
"5229",5229,"2023T1","Variación anual","Vivienda nueva","06 Cantabria",10.5
"5230",5230,"2022T4","Variación anual","Vivienda nueva","06 Cantabria",10.6
"5231",5231,"2022T3","Variación anual","Vivienda nueva","06 Cantabria",7.9
"5232",5232,"2022T2","Variación anual","Vivienda nueva","06 Cantabria",7.2
"5233",5233,"2022T1","Variación anual","Vivienda nueva","06 Cantabria",11.4
"5234",5234,"2021T4","Variación anual","Vivienda nueva","06 Cantabria",6.3
"5235",5235,"2021T3","Variación anual","Vivienda nueva","06 Cantabria",2.8
"5236",5236,"2021T2","Variación anual","Vivienda nueva","06 Cantabria",4.3
"5237",5237,"2021T1","Variación anual","Vivienda nueva","06 Cantabria",4.5
"5238",5238,"2020T4","Variación anual","Vivienda nueva","06 Cantabria",7.9
"5239",5239,"2020T3","Variación anual","Vivienda nueva","06 Cantabria",9.9
"5240",5240,"2020T2","Variación anual","Vivienda nueva","06 Cantabria",5.9
"5241",5241,"2020T1","Variación anual","Vivienda nueva","06 Cantabria",-0.9
"5242",5242,"2019T4","Variación anual","Vivienda nueva","06 Cantabria",1.6
"5243",5243,"2019T3","Variación anual","Vivienda nueva","06 Cantabria",2.1
"5244",5244,"2019T2","Variación anual","Vivienda nueva","06 Cantabria",4.7
"5245",5245,"2019T1","Variación anual","Vivienda nueva","06 Cantabria",11.8
"5246",5246,"2018T4","Variación anual","Vivienda nueva","06 Cantabria",6.1
"5247",5247,"2018T3","Variación anual","Vivienda nueva","06 Cantabria",4.3
"5248",5248,"2018T2","Variación anual","Vivienda nueva","06 Cantabria",1.8
"5249",5249,"2018T1","Variación anual","Vivienda nueva","06 Cantabria",2.7
"5250",5250,"2017T4","Variación anual","Vivienda nueva","06 Cantabria",3.4
"5251",5251,"2017T3","Variación anual","Vivienda nueva","06 Cantabria",2.4
"5252",5252,"2017T2","Variación anual","Vivienda nueva","06 Cantabria",3
"5253",5253,"2017T1","Variación anual","Vivienda nueva","06 Cantabria",1.6
"5254",5254,"2016T4","Variación anual","Vivienda nueva","06 Cantabria",1.4
"5255",5255,"2016T3","Variación anual","Vivienda nueva","06 Cantabria",2.7
"5256",5256,"2016T2","Variación anual","Vivienda nueva","06 Cantabria",5.3
"5257",5257,"2016T1","Variación anual","Vivienda nueva","06 Cantabria",6.7
"5258",5258,"2015T4","Variación anual","Vivienda nueva","06 Cantabria",4.9
"5259",5259,"2015T3","Variación anual","Vivienda nueva","06 Cantabria",6.4
"5260",5260,"2015T2","Variación anual","Vivienda nueva","06 Cantabria",5.6
"5261",5261,"2015T1","Variación anual","Vivienda nueva","06 Cantabria",1
"5262",5262,"2014T4","Variación anual","Vivienda nueva","06 Cantabria",2.8
"5263",5263,"2014T3","Variación anual","Vivienda nueva","06 Cantabria",6.2
"5264",5264,"2014T2","Variación anual","Vivienda nueva","06 Cantabria",6.1
"5265",5265,"2014T1","Variación anual","Vivienda nueva","06 Cantabria",4.5
"5266",5266,"2013T4","Variación anual","Vivienda nueva","06 Cantabria",-2.3
"5267",5267,"2013T3","Variación anual","Vivienda nueva","06 Cantabria",-3
"5268",5268,"2013T2","Variación anual","Vivienda nueva","06 Cantabria",-10.5
"5269",5269,"2013T1","Variación anual","Vivienda nueva","06 Cantabria",-12.6
"5270",5270,"2012T4","Variación anual","Vivienda nueva","06 Cantabria",-11.2
"5271",5271,"2012T3","Variación anual","Vivienda nueva","06 Cantabria",-16
"5272",5272,"2012T2","Variación anual","Vivienda nueva","06 Cantabria",-14.3
"5273",5273,"2012T1","Variación anual","Vivienda nueva","06 Cantabria",-12.2
"5274",5274,"2011T4","Variación anual","Vivienda nueva","06 Cantabria",-10.7
"5275",5275,"2011T3","Variación anual","Vivienda nueva","06 Cantabria",-9.4
"5276",5276,"2011T2","Variación anual","Vivienda nueva","06 Cantabria",-8.6
"5277",5277,"2011T1","Variación anual","Vivienda nueva","06 Cantabria",-5.2
"5278",5278,"2010T4","Variación anual","Vivienda nueva","06 Cantabria",-8.6
"5279",5279,"2010T3","Variación anual","Vivienda nueva","06 Cantabria",-8.1
"5280",5280,"2010T2","Variación anual","Vivienda nueva","06 Cantabria",-6.4
"5281",5281,"2010T1","Variación anual","Vivienda nueva","06 Cantabria",-8.1
"5282",5282,"2009T4","Variación anual","Vivienda nueva","06 Cantabria",-7
"5283",5283,"2009T3","Variación anual","Vivienda nueva","06 Cantabria",-5.5
"5284",5284,"2009T2","Variación anual","Vivienda nueva","06 Cantabria",-5
"5285",5285,"2009T1","Variación anual","Vivienda nueva","06 Cantabria",-3.2
"5286",5286,"2008T4","Variación anual","Vivienda nueva","06 Cantabria",2.2
"5287",5287,"2008T3","Variación anual","Vivienda nueva","06 Cantabria",5.2
"5288",5288,"2008T2","Variación anual","Vivienda nueva","06 Cantabria",7.5
"5289",5289,"2008T1","Variación anual","Vivienda nueva","06 Cantabria",8.8
"5290",5290,"2007T4","Variación anual","Vivienda nueva","06 Cantabria",9.6
"5291",5291,"2007T3","Variación anual","Vivienda nueva","06 Cantabria",10.2
"5292",5292,"2007T2","Variación anual","Vivienda nueva","06 Cantabria",12.4
"5293",5293,"2007T1","Variación anual","Vivienda nueva","06 Cantabria",13.6
"5294",5294,"2023T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",10.4
"5295",5295,"2023T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",6.5
"5296",5296,"2023T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",5
"5297",5297,"2022T4","Variación en lo que va de año","Vivienda nueva","06 Cantabria",10.6
"5298",5298,"2022T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",7
"5299",5299,"2022T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",3.8
"5300",5300,"2022T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",5
"5301",5301,"2021T4","Variación en lo que va de año","Vivienda nueva","06 Cantabria",6.3
"5302",5302,"2021T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",5.5
"5303",5303,"2021T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",2.9
"5304",5304,"2021T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",0.3
"5305",5305,"2020T4","Variación en lo que va de año","Vivienda nueva","06 Cantabria",7.9
"5306",5306,"2020T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",10.7
"5307",5307,"2020T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",6.4
"5308",5308,"2020T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",3.5
"5309",5309,"2019T4","Variación en lo que va de año","Vivienda nueva","06 Cantabria",1.6
"5310",5310,"2019T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",2.3
"5311",5311,"2019T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",2
"5312",5312,"2019T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",6.1
"5313",5313,"2018T4","Variación en lo que va de año","Vivienda nueva","06 Cantabria",6.1
"5314",5314,"2018T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",6.4
"5315",5315,"2018T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",3.5
"5316",5316,"2018T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",0.8
"5317",5317,"2017T4","Variación en lo que va de año","Vivienda nueva","06 Cantabria",3.4
"5318",5318,"2017T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",5.5
"5319",5319,"2017T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",5.1
"5320",5320,"2017T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",1.5
"5321",5321,"2016T4","Variación en lo que va de año","Vivienda nueva","06 Cantabria",1.4
"5322",5322,"2016T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",4.5
"5323",5323,"2016T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",3.5
"5324",5324,"2016T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",1.3
"5325",5325,"2015T4","Variación en lo que va de año","Vivienda nueva","06 Cantabria",4.9
"5326",5326,"2015T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",6.8
"5327",5327,"2015T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",3.1
"5328",5328,"2015T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-0.3
"5329",5329,"2014T4","Variación en lo que va de año","Vivienda nueva","06 Cantabria",2.8
"5330",5330,"2014T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",3.2
"5331",5331,"2014T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",0.4
"5332",5332,"2014T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",1.5
"5333",5333,"2013T4","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-2.3
"5334",5334,"2013T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-5.1
"5335",5335,"2013T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-7.6
"5336",5336,"2013T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-5.1
"5337",5337,"2012T4","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-11.2
"5338",5338,"2012T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-13.1
"5339",5339,"2012T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-8.4
"5340",5340,"2012T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-3.6
"5341",5341,"2011T4","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-10.7
"5342",5342,"2011T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-7.6
"5343",5343,"2011T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-4.6
"5344",5344,"2011T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-2
"5345",5345,"2010T4","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-8.6
"5346",5346,"2010T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-6.8
"5347",5347,"2010T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-4.5
"5348",5348,"2010T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-5.5
"5349",5349,"2009T4","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-7
"5350",5350,"2009T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-5.6
"5351",5351,"2009T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-5.1
"5352",5352,"2009T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",-4.3
"5353",5353,"2008T4","Variación en lo que va de año","Vivienda nueva","06 Cantabria",2.2
"5354",5354,"2008T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",2.1
"5355",5355,"2008T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",2.1
"5356",5356,"2008T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",1.1
"5357",5357,"2007T4","Variación en lo que va de año","Vivienda nueva","06 Cantabria",9.6
"5358",5358,"2007T3","Variación en lo que va de año","Vivienda nueva","06 Cantabria",6.4
"5359",5359,"2007T2","Variación en lo que va de año","Vivienda nueva","06 Cantabria",4.1
"5360",5360,"2007T1","Variación en lo que va de año","Vivienda nueva","06 Cantabria",1.9
"5361",5361,"2023T3","Índice","Vivienda segunda mano","06 Cantabria",144.379
"5362",5362,"2023T2","Índice","Vivienda segunda mano","06 Cantabria",140.824
"5363",5363,"2023T1","Índice","Vivienda segunda mano","06 Cantabria",138.501
"5364",5364,"2022T4","Índice","Vivienda segunda mano","06 Cantabria",137.641
"5365",5365,"2022T3","Índice","Vivienda segunda mano","06 Cantabria",137.857
"5366",5366,"2022T2","Índice","Vivienda segunda mano","06 Cantabria",136.031
"5367",5367,"2022T1","Índice","Vivienda segunda mano","06 Cantabria",132.12
"5368",5368,"2021T4","Índice","Vivienda segunda mano","06 Cantabria",127.087
"5369",5369,"2021T3","Índice","Vivienda segunda mano","06 Cantabria",125.844
"5370",5370,"2021T2","Índice","Vivienda segunda mano","06 Cantabria",123.319
"5371",5371,"2021T1","Índice","Vivienda segunda mano","06 Cantabria",119.102
"5372",5372,"2020T4","Índice","Vivienda segunda mano","06 Cantabria",117.742
"5373",5373,"2020T3","Índice","Vivienda segunda mano","06 Cantabria",116.994
"5374",5374,"2020T2","Índice","Vivienda segunda mano","06 Cantabria",116.885
"5375",5375,"2020T1","Índice","Vivienda segunda mano","06 Cantabria",117.124
"5376",5376,"2019T4","Índice","Vivienda segunda mano","06 Cantabria",117.494
"5377",5377,"2019T3","Índice","Vivienda segunda mano","06 Cantabria",116.857
"5378",5378,"2019T2","Índice","Vivienda segunda mano","06 Cantabria",116.183
"5379",5379,"2019T1","Índice","Vivienda segunda mano","06 Cantabria",115.636
"5380",5380,"2018T4","Índice","Vivienda segunda mano","06 Cantabria",114.927
"5381",5381,"2018T3","Índice","Vivienda segunda mano","06 Cantabria",114.097
"5382",5382,"2018T2","Índice","Vivienda segunda mano","06 Cantabria",114.077
"5383",5383,"2018T1","Índice","Vivienda segunda mano","06 Cantabria",110.367
"5384",5384,"2017T4","Índice","Vivienda segunda mano","06 Cantabria",108.16
"5385",5385,"2017T3","Índice","Vivienda segunda mano","06 Cantabria",107.692
"5386",5386,"2017T2","Índice","Vivienda segunda mano","06 Cantabria",107.106
"5387",5387,"2017T1","Índice","Vivienda segunda mano","06 Cantabria",103.847
"5388",5388,"2016T4","Índice","Vivienda segunda mano","06 Cantabria",103.383
"5389",5389,"2016T3","Índice","Vivienda segunda mano","06 Cantabria",102.381
"5390",5390,"2016T2","Índice","Vivienda segunda mano","06 Cantabria",102.538
"5391",5391,"2016T1","Índice","Vivienda segunda mano","06 Cantabria",100.476
"5392",5392,"2015T4","Índice","Vivienda segunda mano","06 Cantabria",100.795
"5393",5393,"2015T3","Índice","Vivienda segunda mano","06 Cantabria",102.096
"5394",5394,"2015T2","Índice","Vivienda segunda mano","06 Cantabria",101.206
"5395",5395,"2015T1","Índice","Vivienda segunda mano","06 Cantabria",95.904
"5396",5396,"2014T4","Índice","Vivienda segunda mano","06 Cantabria",99.596
"5397",5397,"2014T3","Índice","Vivienda segunda mano","06 Cantabria",97.723
"5398",5398,"2014T2","Índice","Vivienda segunda mano","06 Cantabria",96.402
"5399",5399,"2014T1","Índice","Vivienda segunda mano","06 Cantabria",96.465
"5400",5400,"2013T4","Índice","Vivienda segunda mano","06 Cantabria",98.202
"5401",5401,"2013T3","Índice","Vivienda segunda mano","06 Cantabria",97.666
"5402",5402,"2013T2","Índice","Vivienda segunda mano","06 Cantabria",96.949
"5403",5403,"2013T1","Índice","Vivienda segunda mano","06 Cantabria",96.266
"5404",5404,"2012T4","Índice","Vivienda segunda mano","06 Cantabria",104.632
"5405",5405,"2012T3","Índice","Vivienda segunda mano","06 Cantabria",105.971
"5406",5406,"2012T2","Índice","Vivienda segunda mano","06 Cantabria",110.566
"5407",5407,"2012T1","Índice","Vivienda segunda mano","06 Cantabria",114.924
