"","X","Periodo","Índices.y.tasas","General..vivienda.nueva.y.de.segunda.mano","Comunidades.y.Ciudades.Autónomas","value"
"11557",11557,"2015T3","Índice","Vivienda nueva","14 Murcia, Región de",100.915
"11558",11558,"2015T2","Índice","Vivienda nueva","14 Murcia, Región de",100.098
"11559",11559,"2015T1","Índice","Vivienda nueva","14 Murcia, Región de",97.746
"11560",11560,"2014T4","Índice","Vivienda nueva","14 Murcia, Región de",96.767
"11561",11561,"2014T3","Índice","Vivienda nueva","14 Murcia, Región de",97.673
"11562",11562,"2014T2","Índice","Vivienda nueva","14 Murcia, Región de",96.491
"11563",11563,"2014T1","Índice","Vivienda nueva","14 Murcia, Región de",95.374
"11564",11564,"2013T4","Índice","Vivienda nueva","14 Murcia, Región de",94.475
"11565",11565,"2013T3","Índice","Vivienda nueva","14 Murcia, Región de",98.186
"11566",11566,"2013T2","Índice","Vivienda nueva","14 Murcia, Región de",97.161
"11567",11567,"2013T1","Índice","Vivienda nueva","14 Murcia, Región de",102.928
"11568",11568,"2012T4","Índice","Vivienda nueva","14 Murcia, Región de",113.791
"11569",11569,"2012T3","Índice","Vivienda nueva","14 Murcia, Región de",117.988
"11570",11570,"2012T2","Índice","Vivienda nueva","14 Murcia, Región de",119.058
"11571",11571,"2012T1","Índice","Vivienda nueva","14 Murcia, Región de",121.391
"11572",11572,"2011T4","Índice","Vivienda nueva","14 Murcia, Región de",127.117
"11573",11573,"2011T3","Índice","Vivienda nueva","14 Murcia, Región de",130.504
"11574",11574,"2011T2","Índice","Vivienda nueva","14 Murcia, Región de",132.865
"11575",11575,"2011T1","Índice","Vivienda nueva","14 Murcia, Región de",133.625
"11576",11576,"2010T4","Índice","Vivienda nueva","14 Murcia, Región de",133.899
"11577",11577,"2010T3","Índice","Vivienda nueva","14 Murcia, Región de",137.129
"11578",11578,"2010T2","Índice","Vivienda nueva","14 Murcia, Región de",138.792
"11579",11579,"2010T1","Índice","Vivienda nueva","14 Murcia, Región de",135.725
"11580",11580,"2009T4","Índice","Vivienda nueva","14 Murcia, Región de",138.362
"11581",11581,"2009T3","Índice","Vivienda nueva","14 Murcia, Región de",138.658
"11582",11582,"2009T2","Índice","Vivienda nueva","14 Murcia, Región de",138.08
"11583",11583,"2009T1","Índice","Vivienda nueva","14 Murcia, Región de",137.76
"11584",11584,"2008T4","Índice","Vivienda nueva","14 Murcia, Región de",138.187
"11585",11585,"2008T3","Índice","Vivienda nueva","14 Murcia, Región de",138.26
"11586",11586,"2008T2","Índice","Vivienda nueva","14 Murcia, Región de",135.771
"11587",11587,"2008T1","Índice","Vivienda nueva","14 Murcia, Región de",135.057
"11588",11588,"2007T4","Índice","Vivienda nueva","14 Murcia, Región de",134.51
"11589",11589,"2007T3","Índice","Vivienda nueva","14 Murcia, Región de",130.257
"11590",11590,"2007T2","Índice","Vivienda nueva","14 Murcia, Región de",126.329
"11591",11591,"2007T1","Índice","Vivienda nueva","14 Murcia, Región de",122.384
"11592",11592,"2023T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",0.6
"11593",11593,"2023T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",2.7
"11594",11594,"2023T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",0.4
"11595",11595,"2022T4","Variación trimestral","Vivienda nueva","14 Murcia, Región de",2.9
"11596",11596,"2022T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-0.8
"11597",11597,"2022T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",3.4
"11598",11598,"2022T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",1.5
"11599",11599,"2021T4","Variación trimestral","Vivienda nueva","14 Murcia, Región de",0.6
"11600",11600,"2021T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",3.8
"11601",11601,"2021T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",3.6
"11602",11602,"2021T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-0.9
"11603",11603,"2020T4","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-1.1
"11604",11604,"2020T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",5
"11605",11605,"2020T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",4.1
"11606",11606,"2020T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-0.4
"11607",11607,"2019T4","Variación trimestral","Vivienda nueva","14 Murcia, Región de",1.3
"11608",11608,"2019T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",0
"11609",11609,"2019T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",3.7
"11610",11610,"2019T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",4.1
"11611",11611,"2018T4","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-1.9
"11612",11612,"2018T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",4.9
"11613",11613,"2018T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",1.7
"11614",11614,"2018T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",2.8
"11615",11615,"2017T4","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-2
"11616",11616,"2017T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",1.8
"11617",11617,"2017T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",1.4
"11618",11618,"2017T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",1.7
"11619",11619,"2016T4","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-1.6
"11620",11620,"2016T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-1.8
"11621",11621,"2016T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",5.9
"11622",11622,"2016T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",1.7
"11623",11623,"2015T4","Variación trimestral","Vivienda nueva","14 Murcia, Región de",0.3
"11624",11624,"2015T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",0.8
"11625",11625,"2015T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",2.4
"11626",11626,"2015T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",1
"11627",11627,"2014T4","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-0.9
"11628",11628,"2014T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",1.2
"11629",11629,"2014T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",1.2
"11630",11630,"2014T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",1
"11631",11631,"2013T4","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-3.8
"11632",11632,"2013T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",1.1
"11633",11633,"2013T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-5.6
"11634",11634,"2013T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-9.5
"11635",11635,"2012T4","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-3.6
"11636",11636,"2012T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-0.9
"11637",11637,"2012T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-1.9
"11638",11638,"2012T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-4.5
"11639",11639,"2011T4","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-2.6
"11640",11640,"2011T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-1.8
"11641",11641,"2011T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-0.6
"11642",11642,"2011T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-0.2
"11643",11643,"2010T4","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-2.4
"11644",11644,"2010T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-1.2
"11645",11645,"2010T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",2.3
"11646",11646,"2010T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-1.9
"11647",11647,"2009T4","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-0.2
"11648",11648,"2009T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",0.4
"11649",11649,"2009T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",0.2
"11650",11650,"2009T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-0.3
"11651",11651,"2008T4","Variación trimestral","Vivienda nueva","14 Murcia, Región de",-0.1
"11652",11652,"2008T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",1.8
"11653",11653,"2008T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",0.5
"11654",11654,"2008T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",0.4
"11655",11655,"2007T4","Variación trimestral","Vivienda nueva","14 Murcia, Región de",3.3
"11656",11656,"2007T3","Variación trimestral","Vivienda nueva","14 Murcia, Región de",3.1
"11657",11657,"2007T2","Variación trimestral","Vivienda nueva","14 Murcia, Región de",3.2
"11658",11658,"2007T1","Variación trimestral","Vivienda nueva","14 Murcia, Región de",5.2
"11659",11659,"2023T3","Variación anual","Vivienda nueva","14 Murcia, Región de",6.8
"11660",11660,"2023T2","Variación anual","Vivienda nueva","14 Murcia, Región de",5.3
"11661",11661,"2023T1","Variación anual","Vivienda nueva","14 Murcia, Región de",6
"11662",11662,"2022T4","Variación anual","Vivienda nueva","14 Murcia, Región de",7.1
"11663",11663,"2022T3","Variación anual","Vivienda nueva","14 Murcia, Región de",4.8
"11664",11664,"2022T2","Variación anual","Vivienda nueva","14 Murcia, Región de",9.6
"11665",11665,"2022T1","Variación anual","Vivienda nueva","14 Murcia, Región de",9.9
"11666",11666,"2021T4","Variación anual","Vivienda nueva","14 Murcia, Región de",7.3
"11667",11667,"2021T3","Variación anual","Vivienda nueva","14 Murcia, Región de",5.5
"11668",11668,"2021T2","Variación anual","Vivienda nueva","14 Murcia, Región de",6.8
"11669",11669,"2021T1","Variación anual","Vivienda nueva","14 Murcia, Región de",7.2
"11670",11670,"2020T4","Variación anual","Vivienda nueva","14 Murcia, Región de",7.7
"11671",11671,"2020T3","Variación anual","Vivienda nueva","14 Murcia, Región de",10.2
"11672",11672,"2020T2","Variación anual","Vivienda nueva","14 Murcia, Región de",5
"11673",11673,"2020T1","Variación anual","Vivienda nueva","14 Murcia, Región de",4.6
"11674",11674,"2019T4","Variación anual","Vivienda nueva","14 Murcia, Región de",9.4
"11675",11675,"2019T3","Variación anual","Vivienda nueva","14 Murcia, Región de",5.9
"11676",11676,"2019T2","Variación anual","Vivienda nueva","14 Murcia, Región de",11.1
"11677",11677,"2019T1","Variación anual","Vivienda nueva","14 Murcia, Región de",8.9
"11678",11678,"2018T4","Variación anual","Vivienda nueva","14 Murcia, Región de",7.6
"11679",11679,"2018T3","Variación anual","Vivienda nueva","14 Murcia, Región de",7.5
"11680",11680,"2018T2","Variación anual","Vivienda nueva","14 Murcia, Región de",4.3
"11681",11681,"2018T1","Variación anual","Vivienda nueva","14 Murcia, Región de",4
"11682",11682,"2017T4","Variación anual","Vivienda nueva","14 Murcia, Región de",2.9
"11683",11683,"2017T3","Variación anual","Vivienda nueva","14 Murcia, Región de",3.3
"11684",11684,"2017T2","Variación anual","Vivienda nueva","14 Murcia, Región de",-0.3
"11685",11685,"2017T1","Variación anual","Vivienda nueva","14 Murcia, Región de",4.1
"11686",11686,"2016T4","Variación anual","Vivienda nueva","14 Murcia, Región de",4.1
"11687",11687,"2016T3","Variación anual","Vivienda nueva","14 Murcia, Región de",6.2
"11688",11688,"2016T2","Variación anual","Vivienda nueva","14 Murcia, Región de",9
"11689",11689,"2016T1","Variación anual","Vivienda nueva","14 Murcia, Región de",5.3
"11690",11690,"2015T4","Variación anual","Vivienda nueva","14 Murcia, Región de",4.6
"11691",11691,"2015T3","Variación anual","Vivienda nueva","14 Murcia, Región de",3.3
"11692",11692,"2015T2","Variación anual","Vivienda nueva","14 Murcia, Región de",3.7
"11693",11693,"2015T1","Variación anual","Vivienda nueva","14 Murcia, Región de",2.5
"11694",11694,"2014T4","Variación anual","Vivienda nueva","14 Murcia, Región de",2.4
"11695",11695,"2014T3","Variación anual","Vivienda nueva","14 Murcia, Región de",-0.5
"11696",11696,"2014T2","Variación anual","Vivienda nueva","14 Murcia, Región de",-0.7
"11697",11697,"2014T1","Variación anual","Vivienda nueva","14 Murcia, Región de",-7.3
"11698",11698,"2013T4","Variación anual","Vivienda nueva","14 Murcia, Región de",-17
"11699",11699,"2013T3","Variación anual","Vivienda nueva","14 Murcia, Región de",-16.8
"11700",11700,"2013T2","Variación anual","Vivienda nueva","14 Murcia, Región de",-18.4
"11701",11701,"2013T1","Variación anual","Vivienda nueva","14 Murcia, Región de",-15.2
"11702",11702,"2012T4","Variación anual","Vivienda nueva","14 Murcia, Región de",-10.5
"11703",11703,"2012T3","Variación anual","Vivienda nueva","14 Murcia, Región de",-9.6
"11704",11704,"2012T2","Variación anual","Vivienda nueva","14 Murcia, Región de",-10.4
"11705",11705,"2012T1","Variación anual","Vivienda nueva","14 Murcia, Región de",-9.2
"11706",11706,"2011T4","Variación anual","Vivienda nueva","14 Murcia, Región de",-5.1
"11707",11707,"2011T3","Variación anual","Vivienda nueva","14 Murcia, Región de",-4.8
"11708",11708,"2011T2","Variación anual","Vivienda nueva","14 Murcia, Región de",-4.3
"11709",11709,"2011T1","Variación anual","Vivienda nueva","14 Murcia, Región de",-1.5
"11710",11710,"2010T4","Variación anual","Vivienda nueva","14 Murcia, Región de",-3.2
"11711",11711,"2010T3","Variación anual","Vivienda nueva","14 Murcia, Región de",-1.1
"11712",11712,"2010T2","Variación anual","Vivienda nueva","14 Murcia, Región de",0.5
"11713",11713,"2010T1","Variación anual","Vivienda nueva","14 Murcia, Región de",-1.5
"11714",11714,"2009T4","Variación anual","Vivienda nueva","14 Murcia, Región de",0.1
"11715",11715,"2009T3","Variación anual","Vivienda nueva","14 Murcia, Región de",0.3
"11716",11716,"2009T2","Variación anual","Vivienda nueva","14 Murcia, Región de",1.7
"11717",11717,"2009T1","Variación anual","Vivienda nueva","14 Murcia, Región de",2
"11718",11718,"2008T4","Variación anual","Vivienda nueva","14 Murcia, Región de",2.7
"11719",11719,"2008T3","Variación anual","Vivienda nueva","14 Murcia, Región de",6.1
"11720",11720,"2008T2","Variación anual","Vivienda nueva","14 Murcia, Región de",7.5
"11721",11721,"2008T1","Variación anual","Vivienda nueva","14 Murcia, Región de",10.4
