Edad,Sexo,Unidad,Periodo,Total
De 50 a 54 años,Ambos sexos,Valor absoluto,2014T1,"2.680,3"
De 50 a 54 años,Ambos sexos,Valor absoluto,2013T4,"2.664,1"
De 50 a 54 años,Ambos sexos,Valor absoluto,2013T3,"2.640,3"
De 50 a 54 años,Ambos sexos,Valor absoluto,2013T2,"2.629,8"
De 50 a 54 años,Ambos sexos,Valor absoluto,2013T1,"2.628,3"
De 50 a 54 años,Ambos sexos,Valor absoluto,2012T4,"2.592,7"
De 50 a 54 años,Ambos sexos,Valor absoluto,2012T3,"2.584,8"
De 50 a 54 años,Ambos sexos,Valor absoluto,2012T2,"2.569,9"
De 50 a 54 años,Ambos sexos,Valor absoluto,2012T1,"2.570,3"
De 50 a 54 años,Ambos sexos,Valor absoluto,2011T4,"2.523,8"
De 50 a 54 años,Ambos sexos,Valor absoluto,2011T3,"2.503,5"
De 50 a 54 años,Ambos sexos,Valor absoluto,2011T2,"2.490,3"
De 50 a 54 años,Ambos sexos,Valor absoluto,2011T1,"2.459,1"
De 50 a 54 años,Ambos sexos,Valor absoluto,2010T4,"2.439,5"
De 50 a 54 años,Ambos sexos,Valor absoluto,2010T3,"2.394,5"
De 50 a 54 años,Ambos sexos,Valor absoluto,2010T2,"2.383,8"
De 50 a 54 años,Ambos sexos,Valor absoluto,2010T1,"2.338,8"
De 50 a 54 años,Ambos sexos,Valor absoluto,2009T4,"2.303,6"
De 50 a 54 años,Ambos sexos,Valor absoluto,2009T3,"2.247,3"
De 50 a 54 años,Ambos sexos,Valor absoluto,2009T2,"2.230,4"
De 50 a 54 años,Ambos sexos,Valor absoluto,2009T1,"2.203,8"
De 50 a 54 años,Ambos sexos,Valor absoluto,2008T4,"2.178,0"
De 50 a 54 años,Ambos sexos,Valor absoluto,2008T3,"2.130,9"
De 50 a 54 años,Ambos sexos,Valor absoluto,2008T2,"2.127,8"
De 50 a 54 años,Ambos sexos,Valor absoluto,2008T1,"2.098,2"
De 50 a 54 años,Ambos sexos,Valor absoluto,2007T4,"2.075,3"
De 50 a 54 años,Ambos sexos,Valor absoluto,2007T3,"2.048,2"
De 50 a 54 años,Ambos sexos,Valor absoluto,2007T2,"2.011,9"
De 50 a 54 años,Ambos sexos,Valor absoluto,2007T1,"1.980,1"
De 50 a 54 años,Ambos sexos,Valor absoluto,2006T4,"1.943,8"
De 50 a 54 años,Ambos sexos,Valor absoluto,2006T3,"1.903,2"
De 50 a 54 años,Ambos sexos,Valor absoluto,2006T2,"1.890,6"
De 50 a 54 años,Ambos sexos,Valor absoluto,2006T1,"1.866,4"
De 50 a 54 años,Ambos sexos,Valor absoluto,2005T4,"1.833,1"
De 50 a 54 años,Ambos sexos,Valor absoluto,2005T3,"1.815,2"
De 50 a 54 años,Ambos sexos,Valor absoluto,2005T2,"1.804,5"
De 50 a 54 años,Ambos sexos,Valor absoluto,2005T1,"1.789,4"
De 50 a 54 años,Ambos sexos,Valor absoluto,2004T4,"1.763,7"
De 50 a 54 años,Ambos sexos,Valor absoluto,2004T3,"1.733,2"
De 50 a 54 años,Ambos sexos,Valor absoluto,2004T2,"1.737,8"
De 50 a 54 años,Ambos sexos,Valor absoluto,2004T1,"1.706,3"
De 50 a 54 años,Ambos sexos,Valor absoluto,2003T4,"1.688,4"
De 50 a 54 años,Ambos sexos,Valor absoluto,2003T3,"1.673,1"
De 50 a 54 años,Ambos sexos,Valor absoluto,2003T2,"1.661,1"
De 50 a 54 años,Ambos sexos,Valor absoluto,2003T1,"1.660,0"
De 50 a 54 años,Ambos sexos,Valor absoluto,2002T4,"1.635,4"
De 50 a 54 años,Ambos sexos,Valor absoluto,2002T3,"1.614,5"
De 50 a 54 años,Ambos sexos,Valor absoluto,2002T2,"1.600,2"
De 50 a 54 años,Ambos sexos,Valor absoluto,2002T1,"1.582,5"
De 55 a 59 años,Ambos sexos,Valor absoluto,2023T3,"2.780,3"
De 55 a 59 años,Ambos sexos,Valor absoluto,2023T2,"2.740,6"
De 55 a 59 años,Ambos sexos,Valor absoluto,2023T1,"2.736,7"
De 55 a 59 años,Ambos sexos,Valor absoluto,2022T4,"2.685,7"
De 55 a 59 años,Ambos sexos,Valor absoluto,2022T3,"2.664,5"
De 55 a 59 años,Ambos sexos,Valor absoluto,2022T2,"2.654,6"
De 55 a 59 años,Ambos sexos,Valor absoluto,2022T1,"2.626,9"
De 55 a 59 años,Ambos sexos,Valor absoluto,2021T4,"2.647,5"
De 55 a 59 años,Ambos sexos,Valor absoluto,2021T3,"2.612,3"
De 55 a 59 años,Ambos sexos,Valor absoluto,2021T2,"2.570,5"
De 55 a 59 años,Ambos sexos,Valor absoluto,2021T1,"2.572,1"
De 55 a 59 años,Ambos sexos,Valor absoluto,2020T4,"2.555,4"
De 55 a 59 años,Ambos sexos,Valor absoluto,2020T3,"2.507,1"
De 55 a 59 años,Ambos sexos,Valor absoluto,2020T2,"2.440,7"
De 55 a 59 años,Ambos sexos,Valor absoluto,2020T1,"2.525,1"
De 55 a 59 años,Ambos sexos,Valor absoluto,2019T4,"2.497,0"
De 55 a 59 años,Ambos sexos,Valor absoluto,2019T3,"2.435,1"
De 55 a 59 años,Ambos sexos,Valor absoluto,2019T2,"2.450,8"
De 55 a 59 años,Ambos sexos,Valor absoluto,2019T1,"2.420,1"
De 55 a 59 años,Ambos sexos,Valor absoluto,2018T4,"2.399,8"
De 55 a 59 años,Ambos sexos,Valor absoluto,2018T3,"2.363,7"
De 55 a 59 años,Ambos sexos,Valor absoluto,2018T2,"2.355,6"
De 55 a 59 años,Ambos sexos,Valor absoluto,2018T1,"2.345,3"
De 55 a 59 años,Ambos sexos,Valor absoluto,2017T4,"2.313,8"
De 55 a 59 años,Ambos sexos,Valor absoluto,2017T3,"2.277,8"
De 55 a 59 años,Ambos sexos,Valor absoluto,2017T2,"2.276,2"
De 55 a 59 años,Ambos sexos,Valor absoluto,2017T1,"2.272,7"
De 55 a 59 años,Ambos sexos,Valor absoluto,2016T4,"2.263,8"
De 55 a 59 años,Ambos sexos,Valor absoluto,2016T3,"2.246,8"
De 55 a 59 años,Ambos sexos,Valor absoluto,2016T2,"2.198,3"
De 55 a 59 años,Ambos sexos,Valor absoluto,2016T1,"2.206,1"
De 55 a 59 años,Ambos sexos,Valor absoluto,2015T4,"2.171,9"
De 55 a 59 años,Ambos sexos,Valor absoluto,2015T3,"2.119,3"
De 55 a 59 años,Ambos sexos,Valor absoluto,2015T2,"2.104,2"
De 55 a 59 años,Ambos sexos,Valor absoluto,2015T1,"2.086,1"
De 55 a 59 años,Ambos sexos,Valor absoluto,2014T4,"2.061,6"
De 55 a 59 años,Ambos sexos,Valor absoluto,2014T3,"2.006,9"
De 55 a 59 años,Ambos sexos,Valor absoluto,2014T2,"1.992,4"
De 55 a 59 años,Ambos sexos,Valor absoluto,2014T1,"1.957,3"
De 55 a 59 años,Ambos sexos,Valor absoluto,2013T4,"1.961,4"
De 55 a 59 años,Ambos sexos,Valor absoluto,2013T3,"1.936,3"
De 55 a 59 años,Ambos sexos,Valor absoluto,2013T2,"1.928,6"
De 55 a 59 años,Ambos sexos,Valor absoluto,2013T1,"1.904,4"
De 55 a 59 años,Ambos sexos,Valor absoluto,2012T4,"1.883,2"
De 55 a 59 años,Ambos sexos,Valor absoluto,2012T3,"1.874,3"
De 55 a 59 años,Ambos sexos,Valor absoluto,2012T2,"1.850,7"
De 55 a 59 años,Ambos sexos,Valor absoluto,2012T1,"1.815,8"
De 55 a 59 años,Ambos sexos,Valor absoluto,2011T4,"1.796,7"
De 55 a 59 años,Ambos sexos,Valor absoluto,2011T3,"1.761,6"
De 55 a 59 años,Ambos sexos,Valor absoluto,2011T2,"1.755,0"
De 55 a 59 años,Ambos sexos,Valor absoluto,2011T1,"1.714,4"
De 55 a 59 años,Ambos sexos,Valor absoluto,2010T4,"1.697,4"
De 55 a 59 años,Ambos sexos,Valor absoluto,2010T3,"1.677,6"
De 55 a 59 años,Ambos sexos,Valor absoluto,2010T2,"1.643,3"
De 55 a 59 años,Ambos sexos,Valor absoluto,2010T1,"1.630,0"
De 55 a 59 años,Ambos sexos,Valor absoluto,2009T4,"1.616,1"
De 55 a 59 años,Ambos sexos,Valor absoluto,2009T3,"1.593,9"
De 55 a 59 años,Ambos sexos,Valor absoluto,2009T2,"1.609,1"
De 55 a 59 años,Ambos sexos,Valor absoluto,2009T1,"1.591,9"
De 55 a 59 años,Ambos sexos,Valor absoluto,2008T4,"1.575,8"
De 55 a 59 años,Ambos sexos,Valor absoluto,2008T3,"1.542,8"
De 55 a 59 años,Ambos sexos,Valor absoluto,2008T2,"1.550,6"
De 55 a 59 años,Ambos sexos,Valor absoluto,2008T1,"1.526,2"
De 55 a 59 años,Ambos sexos,Valor absoluto,2007T4,"1.504,0"
De 55 a 59 años,Ambos sexos,Valor absoluto,2007T3,"1.474,3"
De 55 a 59 años,Ambos sexos,Valor absoluto,2007T2,"1.469,7"
De 55 a 59 años,Ambos sexos,Valor absoluto,2007T1,"1.448,9"
De 55 a 59 años,Ambos sexos,Valor absoluto,2006T4,"1.442,4"
De 55 a 59 años,Ambos sexos,Valor absoluto,2006T3,"1.410,5"
De 55 a 59 años,Ambos sexos,Valor absoluto,2006T2,"1.411,3"
De 55 a 59 años,Ambos sexos,Valor absoluto,2006T1,"1.408,9"
De 55 a 59 años,Ambos sexos,Valor absoluto,2005T4,"1.401,5"
De 55 a 59 años,Ambos sexos,Valor absoluto,2005T3,"1.349,6"
De 55 a 59 años,Ambos sexos,Valor absoluto,2005T2,"1.383,4"
De 55 a 59 años,Ambos sexos,Valor absoluto,2005T1,"1.359,7"
De 55 a 59 años,Ambos sexos,Valor absoluto,2004T4,"1.325,3"
De 55 a 59 años,Ambos sexos,Valor absoluto,2004T3,"1.298,6"
De 55 a 59 años,Ambos sexos,Valor absoluto,2004T2,"1.293,2"
De 55 a 59 años,Ambos sexos,Valor absoluto,2004T1,"1.290,7"
De 55 a 59 años,Ambos sexos,Valor absoluto,2003T4,"1.274,7"
De 55 a 59 años,Ambos sexos,Valor absoluto,2003T3,"1.254,9"
De 55 a 59 años,Ambos sexos,Valor absoluto,2003T2,"1.235,4"
De 55 a 59 años,Ambos sexos,Valor absoluto,2003T1,"1.216,1"
De 55 a 59 años,Ambos sexos,Valor absoluto,2002T4,"1.220,1"
De 55 a 59 años,Ambos sexos,Valor absoluto,2002T3,"1.190,7"
De 55 a 59 años,Ambos sexos,Valor absoluto,2002T2,"1.183,5"
De 55 a 59 años,Ambos sexos,Valor absoluto,2002T1,"1.166,5"
De 60 a 64 años,Ambos sexos,Valor absoluto,2023T3,"1.807,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2023T2,"1.764,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2023T1,"1.714,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2022T4,"1.690,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2022T3,"1.684,2"
De 60 a 64 años,Ambos sexos,Valor absoluto,2022T2,"1.670,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2022T1,"1.639,7"
De 60 a 64 años,Ambos sexos,Valor absoluto,2021T4,"1.626,9"
De 60 a 64 años,Ambos sexos,Valor absoluto,2021T3,"1.619,2"
De 60 a 64 años,Ambos sexos,Valor absoluto,2021T2,"1.559,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2021T1,"1.500,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2020T4,"1.496,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2020T3,"1.465,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2020T2,"1.414,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2020T1,"1.436,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2019T4,"1.409,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2019T3,"1.341,9"
De 60 a 64 años,Ambos sexos,Valor absoluto,2019T2,"1.332,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2019T1,"1.293,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2018T4,"1.286,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2018T3,"1.246,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2018T2,"1.242,9"
De 60 a 64 años,Ambos sexos,Valor absoluto,2018T1,"1.208,7"
De 60 a 64 años,Ambos sexos,Valor absoluto,2017T4,"1.207,7"
De 60 a 64 años,Ambos sexos,Valor absoluto,2017T3,"1.204,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2017T2,"1.191,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2017T1,"1.151,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2016T4,"1.139,9"
De 60 a 64 años,Ambos sexos,Valor absoluto,2016T3,"1.139,2"
De 60 a 64 años,Ambos sexos,Valor absoluto,2016T2,"1.137,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2016T1,"1.125,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2015T4,"1.115,9"
De 60 a 64 años,Ambos sexos,Valor absoluto,2015T3,"1.074,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2015T2,"1.055,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2015T1,"1.022,3"
De 60 a 64 años,Ambos sexos,Valor absoluto,2014T4,"1.015,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2014T3,"994,7"
De 60 a 64 años,Ambos sexos,Valor absoluto,2014T2,"985,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2014T1,"958,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2013T4,"945,2"
De 60 a 64 años,Ambos sexos,Valor absoluto,2013T3,"951,7"
De 60 a 64 años,Ambos sexos,Valor absoluto,2013T2,"924,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2013T1,"924,5"
De 60 a 64 años,Ambos sexos,Valor absoluto,2012T4,"930,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2012T3,"943,5"
De 60 a 64 años,Ambos sexos,Valor absoluto,2012T2,"951,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2012T1,"918,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2011T4,"931,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2011T3,"933,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2011T2,"918,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2011T1,"905,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2010T4,"896,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2010T3,"889,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2010T2,"890,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2010T1,"883,9"
De 60 a 64 años,Ambos sexos,Valor absoluto,2009T4,"873,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2009T3,"874,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2009T2,"901,2"
De 60 a 64 años,Ambos sexos,Valor absoluto,2009T1,"879,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2008T4,"878,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2008T3,"863,9"
De 60 a 64 años,Ambos sexos,Valor absoluto,2008T2,"851,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2008T1,"835,5"
De 60 a 64 años,Ambos sexos,Valor absoluto,2007T4,"815,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2007T3,"797,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2007T2,"795,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2007T1,"775,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2006T4,"763,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2006T3,"751,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2006T2,"760,2"
De 60 a 64 años,Ambos sexos,Valor absoluto,2006T1,"759,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2005T4,"736,5"
De 60 a 64 años,Ambos sexos,Valor absoluto,2005T3,"729,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2005T2,"720,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2005T1,"710,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2004T4,"694,9"
De 60 a 64 años,Ambos sexos,Valor absoluto,2004T3,"681,9"
De 60 a 64 años,Ambos sexos,Valor absoluto,2004T2,"661,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2004T1,"642,9"
De 60 a 64 años,Ambos sexos,Valor absoluto,2003T4,"639,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2003T3,"626,2"
De 60 a 64 años,Ambos sexos,Valor absoluto,2003T2,"615,9"
De 60 a 64 años,Ambos sexos,Valor absoluto,2003T1,"600,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2002T4,"580,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2002T3,"575,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2002T2,"572,7"
De 60 a 64 años,Ambos sexos,Valor absoluto,2002T1,"560,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2023T3,"297,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2023T2,"294,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2023T1,"278,4"
De 65 a 69 años,Ambos sexos,Valor absoluto,2022T4,"269,0"
De 65 a 69 años,Ambos sexos,Valor absoluto,2022T3,"272,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2022T2,"253,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2022T1,"256,2"
De 65 a 69 años,Ambos sexos,Valor absoluto,2021T4,"245,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2021T3,"236,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2021T2,"243,2"
De 65 a 69 años,Ambos sexos,Valor absoluto,2021T1,"232,5"
De 65 a 69 años,Ambos sexos,Valor absoluto,2020T4,"233,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2020T3,"215,1"
De 65 a 69 años,Ambos sexos,Valor absoluto,2020T2,"190,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2020T1,"183,5"
De 65 a 69 años,Ambos sexos,Valor absoluto,2019T4,"173,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2019T3,"175,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2019T2,"172,5"
De 65 a 69 años,Ambos sexos,Valor absoluto,2019T1,"153,2"
De 65 a 69 años,Ambos sexos,Valor absoluto,2018T4,"156,5"
De 65 a 69 años,Ambos sexos,Valor absoluto,2018T3,"159,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2018T2,"152,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2018T1,"143,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2017T4,"143,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2017T3,"147,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2017T2,"140,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2017T1,"135,1"
De 65 a 69 años,Ambos sexos,Valor absoluto,2016T4,"133,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2016T3,"132,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2016T2,"131,1"
De 65 a 69 años,Ambos sexos,Valor absoluto,2016T1,"122,1"
De 65 a 69 años,Ambos sexos,Valor absoluto,2015T4,"132,2"
De 65 a 69 años,Ambos sexos,Valor absoluto,2015T3,"123,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2015T2,"115,4"
De 65 a 69 años,Ambos sexos,Valor absoluto,2015T1,"114,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2014T4,"109,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2014T3,"114,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2014T2,"104,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2014T1,"104,5"
De 65 a 69 años,Ambos sexos,Valor absoluto,2013T4,"112,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2013T3,"111,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2013T2,"112,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2013T1,"116,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2012T4,"126,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2012T3,"124,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2012T2,"119,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2012T1,"113,0"
De 65 a 69 años,Ambos sexos,Valor absoluto,2011T4,"122,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2011T3,"105,2"
De 65 a 69 años,Ambos sexos,Valor absoluto,2011T2,"108,5"
De 65 a 69 años,Ambos sexos,Valor absoluto,2011T1,"108,5"
De 65 a 69 años,Ambos sexos,Valor absoluto,2010T4,"113,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2010T3,"112,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2010T2,"115,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2010T1,"110,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2009T4,"123,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2009T3,"112,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2009T2,"110,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2009T1,"112,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2008T4,"119,5"
De 65 a 69 años,Ambos sexos,Valor absoluto,2008T3,"116,0"
De 65 a 69 años,Ambos sexos,Valor absoluto,2008T2,"117,5"
De 65 a 69 años,Ambos sexos,Valor absoluto,2008T1,"108,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2007T4,"99,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2007T3,"102,2"
De 65 a 69 años,Ambos sexos,Valor absoluto,2007T2,"91,2"
De 65 a 69 años,Ambos sexos,Valor absoluto,2007T1,"96,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2006T4,"96,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2006T3,"102,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2006T2,"106,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2006T1,"94,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2005T4,"94,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2005T3,"92,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2005T2,"89,5"
De 65 a 69 años,Ambos sexos,Valor absoluto,2005T1,"88,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2004T4,"73,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2004T3,"76,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2004T2,"85,1"
De 65 a 69 años,Ambos sexos,Valor absoluto,2004T1,"82,1"
De 65 a 69 años,Ambos sexos,Valor absoluto,2003T4,"78,2"
De 65 a 69 años,Ambos sexos,Valor absoluto,2003T3,"76,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2003T2,"80,4"
De 65 a 69 años,Ambos sexos,Valor absoluto,2003T1,"82,5"
De 65 a 69 años,Ambos sexos,Valor absoluto,2002T4,"71,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2002T3,"76,2"
De 65 a 69 años,Ambos sexos,Valor absoluto,2002T2,"79,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2002T1,"85,3"
70 y más años,Ambos sexos,Valor absoluto,2023T3,"62,9"
70 y más años,Ambos sexos,Valor absoluto,2023T2,"53,8"
70 y más años,Ambos sexos,Valor absoluto,2023T1,"61,1"
70 y más años,Ambos sexos,Valor absoluto,2022T4,"64,0"
70 y más años,Ambos sexos,Valor absoluto,2022T3,"60,7"
70 y más años,Ambos sexos,Valor absoluto,2022T2,"63,1"
70 y más años,Ambos sexos,Valor absoluto,2022T1,"69,2"
70 y más años,Ambos sexos,Valor absoluto,2021T4,"71,8"
70 y más años,Ambos sexos,Valor absoluto,2021T3,"59,3"
70 y más años,Ambos sexos,Valor absoluto,2021T2,"52,2"
70 y más años,Ambos sexos,Valor absoluto,2021T1,"47,3"
70 y más años,Ambos sexos,Valor absoluto,2020T4,"47,1"
70 y más años,Ambos sexos,Valor absoluto,2020T3,"50,3"
70 y más años,Ambos sexos,Valor absoluto,2020T2,"53,1"
70 y más años,Ambos sexos,Valor absoluto,2020T1,"61,1"
70 y más años,Ambos sexos,Valor absoluto,2019T4,"55,7"
70 y más años,Ambos sexos,Valor absoluto,2019T3,"55,8"
70 y más años,Ambos sexos,Valor absoluto,2019T2,"55,5"
70 y más años,Ambos sexos,Valor absoluto,2019T1,"52,8"
70 y más años,Ambos sexos,Valor absoluto,2018T4,"51,9"
70 y más años,Ambos sexos,Valor absoluto,2018T3,"47,2"
70 y más años,Ambos sexos,Valor absoluto,2018T2,"44,4"
70 y más años,Ambos sexos,Valor absoluto,2018T1,"45,6"
70 y más años,Ambos sexos,Valor absoluto,2017T4,"43,1"
70 y más años,Ambos sexos,Valor absoluto,2017T3,"42,8"
70 y más años,Ambos sexos,Valor absoluto,2017T2,"42,7"
70 y más años,Ambos sexos,Valor absoluto,2017T1,"40,2"
70 y más años,Ambos sexos,Valor absoluto,2016T4,"37,1"
70 y más años,Ambos sexos,Valor absoluto,2016T3,"34,9"
70 y más años,Ambos sexos,Valor absoluto,2016T2,"37,5"
70 y más años,Ambos sexos,Valor absoluto,2016T1,"35,7"
70 y más años,Ambos sexos,Valor absoluto,2015T4,"36,9"
70 y más años,Ambos sexos,Valor absoluto,2015T3,"33,9"
70 y más años,Ambos sexos,Valor absoluto,2015T2,"33,7"
70 y más años,Ambos sexos,Valor absoluto,2015T1,"29,6"
70 y más años,Ambos sexos,Valor absoluto,2014T4,"33,2"
70 y más años,Ambos sexos,Valor absoluto,2014T3,"34,8"
70 y más años,Ambos sexos,Valor absoluto,2014T2,"32,1"
70 y más años,Ambos sexos,Valor absoluto,2014T1,"30,4"
70 y más años,Ambos sexos,Valor absoluto,2013T4,"30,3"
70 y más años,Ambos sexos,Valor absoluto,2013T3,"32,6"
70 y más años,Ambos sexos,Valor absoluto,2013T2,"36,2"
70 y más años,Ambos sexos,Valor absoluto,2013T1,"33,9"
70 y más años,Ambos sexos,Valor absoluto,2012T4,"36,2"
70 y más años,Ambos sexos,Valor absoluto,2012T3,"43,2"
70 y más años,Ambos sexos,Valor absoluto,2012T2,"43,9"
70 y más años,Ambos sexos,Valor absoluto,2012T1,"42,0"
70 y más años,Ambos sexos,Valor absoluto,2011T4,"42,4"
70 y más años,Ambos sexos,Valor absoluto,2011T3,"43,0"
70 y más años,Ambos sexos,Valor absoluto,2011T2,"40,4"
70 y más años,Ambos sexos,Valor absoluto,2011T1,"44,3"
70 y más años,Ambos sexos,Valor absoluto,2010T4,"43,6"
70 y más años,Ambos sexos,Valor absoluto,2010T3,"41,3"
70 y más años,Ambos sexos,Valor absoluto,2010T2,"42,3"
70 y más años,Ambos sexos,Valor absoluto,2010T1,"38,7"
70 y más años,Ambos sexos,Valor absoluto,2009T4,"42,6"
70 y más años,Ambos sexos,Valor absoluto,2009T3,"36,1"
70 y más años,Ambos sexos,Valor absoluto,2009T2,"37,0"
70 y más años,Ambos sexos,Valor absoluto,2009T1,"40,3"
70 y más años,Ambos sexos,Valor absoluto,2008T4,"40,5"
70 y más años,Ambos sexos,Valor absoluto,2008T3,"44,9"
70 y más años,Ambos sexos,Valor absoluto,2008T2,"40,5"
70 y más años,Ambos sexos,Valor absoluto,2008T1,"40,7"
70 y más años,Ambos sexos,Valor absoluto,2007T4,"49,7"
70 y más años,Ambos sexos,Valor absoluto,2007T3,"46,5"
