"","Provincia","Año_Trimestre","Transacciones"
"3188","Tarragona"," 2015_4º","2319"
"3189","Tarragona"," 2016_1º","1931"
"3190","Tarragona"," 2016_2º","2601"
"3191","Tarragona"," 2016_3º","2365"
"3192","Tarragona"," 2016_4º","3010"
"3193","Tarragona"," 2017_1º","2458"
"3194","Tarragona"," 2017_2º","3127"
"3195","Tarragona"," 2017_3º","2616"
"3196","Tarragona"," 2017_4º","3045"
"3197","Tarragona"," 2018_1º","2742"
"3198","Tarragona"," 2018_2º","3509"
"3199","Tarragona"," 2018_3º","2911"
"3200","Tarragona"," 2018_4º","3418"
"3201","Tarragona"," 2019_1º","2897"
"3202","Tarragona"," 2019_2º","3555"
"3203","Tarragona"," 2019_3º","2768"
"3204","Tarragona"," 2019_4º","3517"
"3205","Tarragona"," 2020_1º","2414"
"3206","Tarragona"," 2020_2º","1709"
"3207","Tarragona"," 2020_3º","3095"
"3208","Tarragona"," 2020_4º","3824"
"3209","Tarragona"," 2021_1º","3446"
"3210","Tarragona"," 2021_2º","4332"
"3211","Tarragona"," 2021_3º","4080"
"3212","Tarragona"," 2021_4º","4514"
"3213","Tarragona"," 2022_1º","3938"
"3214","Tarragona"," 2022_2º","4945"
"3215","Tarragona"," 2022_3º","4267"
"3216","Tarragona"," 2022_4º","4044"
"3217","Tarragona"," 2023_1º","3735"
"3218","Tarragona"," 2023_2º","4288"
"3219","Tarragona"," 2023_3º (**)","3631"
"3220","Tarragona"," 2004_1º","3527"
"3221","Tarragona"," 2004_2º","5338"
"3222","Tarragona"," 2004_3º","5120"
"3223","Tarragona"," 2004_4º","5586"
"3224","Tarragona"," 2005_1º","5943"
"3225","Tarragona"," 2005_2º","7202"
"3226","Tarragona"," 2005_3º","7087"
"3227","Tarragona"," 2005_4º","7753"
"3228","Tarragona"," 2006_1º","7268"
"3229","Tarragona"," 2006_2º","8246"
"3230","Tarragona"," 2006_3º","6897"
"3231","Tarragona"," 2006_4º","6903"
"3232","Tarragona"," 2007_1º","5427"
"3233","Tarragona"," 2007_2º","5846"
"3234","Tarragona"," 2007_3º","4392"
"3235","Tarragona"," 2007_4º","3906"
"3236","Tarragona"," 2008_1º","3115"
"3237","Tarragona"," 2008_2º","2753"
"3238","Tarragona"," 2008_3º","2130"
"3239","Tarragona"," 2008_4º","2005"
"3240","Comunitat Valenciana"," 2009_1º","13227"
"3241","Comunitat Valenciana"," 2009_2º","16001"
"3242","Comunitat Valenciana"," 2009_3º","14686"
"3243","Comunitat Valenciana"," 2009_4º","16619"
"3244","Comunitat Valenciana"," 2010_1º","13705"
"3245","Comunitat Valenciana"," 2010_2º","20613"
"3246","Comunitat Valenciana"," 2010_3º","11528"
"3247","Comunitat Valenciana"," 2010_4º","18959"
"3248","Comunitat Valenciana"," 2011_1º","10547"
"3249","Comunitat Valenciana"," 2011_2º","12561"
"3250","Comunitat Valenciana"," 2011_3º","11140"
"3251","Comunitat Valenciana"," 2011_4º","13430"
"3252","Comunitat Valenciana"," 2012_1º","10055"
"3253","Comunitat Valenciana"," 2012_2º","13374"
"3254","Comunitat Valenciana"," 2012_3º","12091"
"3255","Comunitat Valenciana"," 2012_4º","17860"
"3256","Comunitat Valenciana"," 2013_1º","8911"
"3257","Comunitat Valenciana"," 2013_2º","13780"
"3258","Comunitat Valenciana"," 2013_3º","11774"
"3259","Comunitat Valenciana"," 2013_4º","13529"
"3260","Comunitat Valenciana"," 2014_1º","11792"
"3261","Comunitat Valenciana"," 2014_2º","14003"
"3262","Comunitat Valenciana"," 2014_3º","11972"
"3263","Comunitat Valenciana"," 2014_4º","16222"
"3264","Comunitat Valenciana"," 2015_1º","12504"
"3265","Comunitat Valenciana"," 2015_2º","16695"
"3266","Comunitat Valenciana"," 2015_3º","13928"
"3267","Comunitat Valenciana"," 2015_4º","16478"
"3268","Comunitat Valenciana"," 2016_1º","15214"
"3269","Comunitat Valenciana"," 2016_2º","18198"
"3270","Comunitat Valenciana"," 2016_3º","15843"
"3271","Comunitat Valenciana"," 2016_4º","18565"
"3272","Comunitat Valenciana"," 2017_1º","17702"
"3273","Comunitat Valenciana"," 2017_2º","21427"
"3274","Comunitat Valenciana"," 2017_3º","17599"
"3275","Comunitat Valenciana"," 2017_4º","22404"
"3276","Comunitat Valenciana"," 2018_1º","21276"
"3277","Comunitat Valenciana"," 2018_2º","24425"
"3278","Comunitat Valenciana"," 2018_3º","20216"
"3279","Comunitat Valenciana"," 2018_4º","22875"
"3280","Comunitat Valenciana"," 2019_1º","20565"
"3281","Comunitat Valenciana"," 2019_2º","22870"
"3282","Comunitat Valenciana"," 2019_3º","18241"
"3283","Comunitat Valenciana"," 2019_4º","23061"
"3284","Comunitat Valenciana"," 2020_1º","17486"
"3285","Comunitat Valenciana"," 2020_2º","10123"
"3286","Comunitat Valenciana"," 2020_3º","19332"
"3287","Comunitat Valenciana"," 2020_4º","22766"
"3288","Comunitat Valenciana"," 2021_1º","19813"
"3289","Comunitat Valenciana"," 2021_2º","26005"
"3290","Comunitat Valenciana"," 2021_3º","24367"
"3291","Comunitat Valenciana"," 2021_4º","28829"
"3292","Comunitat Valenciana"," 2022_1º","26136"
"3293","Comunitat Valenciana"," 2022_2º","31575"
"3294","Comunitat Valenciana"," 2022_3º","27202"
"3295","Comunitat Valenciana"," 2022_4º","28294"
"3296","Comunitat Valenciana"," 2023_1º","26137"
"3297","Comunitat Valenciana"," 2023_2º","28105"
"3298","Comunitat Valenciana"," 2023_3º (**)","24140"
"3299","Comunitat Valenciana"," 2004_1º","34113"
"3300","Comunitat Valenciana"," 2004_2º","40281"
"3301","Comunitat Valenciana"," 2004_3º","36607"
"3302","Comunitat Valenciana"," 2004_4º","38775"
"3303","Comunitat Valenciana"," 2005_1º","32163"
"3304","Comunitat Valenciana"," 2005_2º","40117"
"3305","Comunitat Valenciana"," 2005_3º","36497"
"3306","Comunitat Valenciana"," 2005_4º","37689"
"3307","Comunitat Valenciana"," 2006_1º","36961"
"3308","Comunitat Valenciana"," 2006_2º","39997"
"3309","Comunitat Valenciana"," 2006_3º","35005"
"3310","Comunitat Valenciana"," 2006_4º","37756"
"3311","Comunitat Valenciana"," 2007_1º","34860"
"3312","Comunitat Valenciana"," 2007_2º","36396"
"3313","Comunitat Valenciana"," 2007_3º","28306"
"3314","Comunitat Valenciana"," 2007_4º","26211"
"3315","Comunitat Valenciana"," 2008_1º","21500"
"3316","Comunitat Valenciana"," 2008_2º","22413"
"3317","Comunitat Valenciana"," 2008_3º","17192"
"3318","Comunitat Valenciana"," 2008_4º","17409"
"3319","Alicante/Alacant"," 2009_1º","5806"
"3320","Alicante/Alacant"," 2009_2º","7520"
"3321","Alicante/Alacant"," 2009_3º","6787"
"3322","Alicante/Alacant"," 2009_4º","7619"
"3323","Alicante/Alacant"," 2010_1º","6379"
"3324","Alicante/Alacant"," 2010_2º","9183"
"3325","Alicante/Alacant"," 2010_3º","5428"
"3326","Alicante/Alacant"," 2010_4º","8474"
"3327","Alicante/Alacant"," 2011_1º","5477"
"3328","Alicante/Alacant"," 2011_2º","6427"
"3329","Alicante/Alacant"," 2011_3º","5303"
"3330","Alicante/Alacant"," 2011_4º","6436"
"3331","Alicante/Alacant"," 2012_1º","4997"
"3332","Alicante/Alacant"," 2012_2º","7176"
"3333","Alicante/Alacant"," 2012_3º","5791"
"3334","Alicante/Alacant"," 2012_4º","9217"
"3335","Alicante/Alacant"," 2013_1º","5311"
"3336","Alicante/Alacant"," 2013_2º","7726"
"3337","Alicante/Alacant"," 2013_3º","6422"
"3338","Alicante/Alacant"," 2013_4º","7285"
"3339","Alicante/Alacant"," 2014_1º","6465"
"3340","Alicante/Alacant"," 2014_2º","7782"
"3341","Alicante/Alacant"," 2014_3º","6616"
"3342","Alicante/Alacant"," 2014_4º","8490"
"3343","Alicante/Alacant"," 2015_1º","6705"
"3344","Alicante/Alacant"," 2015_2º","8789"
"3345","Alicante/Alacant"," 2015_3º","7497"
"3346","Alicante/Alacant"," 2015_4º","8686"
"3347","Alicante/Alacant"," 2016_1º","8019"
"3348","Alicante/Alacant"," 2016_2º","9688"
"3349","Alicante/Alacant"," 2016_3º","8466"
"3350","Alicante/Alacant"," 2016_4º","9381"
"3351","Alicante/Alacant"," 2017_1º","9238"
"3352","Alicante/Alacant"," 2017_2º","10663"
"3353","Alicante/Alacant"," 2017_3º","8980"
"3354","Alicante/Alacant"," 2017_4º","11241"
"3355","Alicante/Alacant"," 2018_1º","10833"
"3356","Alicante/Alacant"," 2018_2º","12221"
"3357","Alicante/Alacant"," 2018_3º","9929"
"3358","Alicante/Alacant"," 2018_4º","11238"
"3359","Alicante/Alacant"," 2019_1º","10242"
"3360","Alicante/Alacant"," 2019_2º","11496"
"3361","Alicante/Alacant"," 2019_3º","9190"
"3362","Alicante/Alacant"," 2019_4º","11490"
"3363","Alicante/Alacant"," 2020_1º","8652"
"3364","Alicante/Alacant"," 2020_2º","4561"
"3365","Alicante/Alacant"," 2020_3º","9348"
"3366","Alicante/Alacant"," 2020_4º","10244"
"3367","Alicante/Alacant"," 2021_1º","8457"
"3368","Alicante/Alacant"," 2021_2º","11477"
"3369","Alicante/Alacant"," 2021_3º","11876"
"3370","Alicante/Alacant"," 2021_4º","14250"
"3371","Alicante/Alacant"," 2022_1º","13351"
"3372","Alicante/Alacant"," 2022_2º","16243"
"3373","Alicante/Alacant"," 2022_3º","14068"
"3374","Alicante/Alacant"," 2022_4º","14254"
"3375","Alicante/Alacant"," 2023_1º","13245"
"3376","Alicante/Alacant"," 2023_2º","14404"
"3377","Alicante/Alacant"," 2023_3º (**)","12597"
"3378","Alicante/Alacant"," 2004_1º","17791"
"3379","Alicante/Alacant"," 2004_2º","19832"
"3380","Alicante/Alacant"," 2004_3º","18334"
"3381","Alicante/Alacant"," 2004_4º","18994"
"3382","Alicante/Alacant"," 2005_1º","15973"
"3383","Alicante/Alacant"," 2005_2º","20037"
"3384","Alicante/Alacant"," 2005_3º","17818"
"3385","Alicante/Alacant"," 2005_4º","18774"
"3386","Alicante/Alacant"," 2006_1º","17552"
"3387","Alicante/Alacant"," 2006_2º","20203"
"3388","Alicante/Alacant"," 2006_3º","17223"
"3389","Alicante/Alacant"," 2006_4º","17913"
"3390","Alicante/Alacant"," 2007_1º","16371"
"3391","Alicante/Alacant"," 2007_2º","17228"
"3392","Alicante/Alacant"," 2007_3º","13697"
"3393","Alicante/Alacant"," 2007_4º","11922"
"3394","Alicante/Alacant"," 2008_1º","10316"
"3395","Alicante/Alacant"," 2008_2º","10078"
"3396","Alicante/Alacant"," 2008_3º","7420"
"3397","Alicante/Alacant"," 2008_4º","7678"
"3398","Castellón/Castelló"," 2009_1º","2131"
"3399","Castellón/Castelló"," 2009_2º","2299"
"3400","Castellón/Castelló"," 2009_3º","2215"
"3401","Castellón/Castelló"," 2009_4º","2081"
"3402","Castellón/Castelló"," 2010_1º","1415"
"3403","Castellón/Castelló"," 2010_2º","2610"
"3404","Castellón/Castelló"," 2010_3º","1508"
"3405","Castellón/Castelló"," 2010_4º","2154"
"3406","Castellón/Castelló"," 2011_1º","1367"
"3407","Castellón/Castelló"," 2011_2º","1556"
"3408","Castellón/Castelló"," 2011_3º","1577"
"3409","Castellón/Castelló"," 2011_4º","1854"
"3410","Castellón/Castelló"," 2012_1º","1434"
"3411","Castellón/Castelló"," 2012_2º","1376"
"3412","Castellón/Castelló"," 2012_3º","1951"
"3413","Castellón/Castelló"," 2012_4º","2214"
"3414","Castellón/Castelló"," 2013_1º","864"
"3415","Castellón/Castelló"," 2013_2º","1438"
"3416","Castellón/Castelló"," 2013_3º","1487"
"3417","Castellón/Castelló"," 2013_4º","1512"
"3418","Castellón/Castelló"," 2014_1º","1280"
"3419","Castellón/Castelló"," 2014_2º","1319"
"3420","Castellón/Castelló"," 2014_3º","1301"
"3421","Castellón/Castelló"," 2014_4º","1824"
"3422","Castellón/Castelló"," 2015_1º","1290"
"3423","Castellón/Castelló"," 2015_2º","1850"
"3424","Castellón/Castelló"," 2015_3º","1418"
"3425","Castellón/Castelló"," 2015_4º","1666"
"3426","Castellón/Castelló"," 2016_1º","1543"
"3427","Castellón/Castelló"," 2016_2º","1711"
"3428","Castellón/Castelló"," 2016_3º","1634"
"3429","Castellón/Castelló"," 2016_4º","1943"
"3430","Castellón/Castelló"," 2017_1º","1597"
"3431","Castellón/Castelló"," 2017_2º","2072"
"3432","Castellón/Castelló"," 2017_3º","1957"
"3433","Castellón/Castelló"," 2017_4º","2570"
"3434","Castellón/Castelló"," 2018_1º","2145"
"3435","Castellón/Castelló"," 2018_2º","2566"
"3436","Castellón/Castelló"," 2018_3º","2263"
"3437","Castellón/Castelló"," 2018_4º","2651"
"3438","Castellón/Castelló"," 2019_1º","2270"
"3439","Castellón/Castelló"," 2019_2º","2364"
"3440","Castellón/Castelló"," 2019_3º","2069"
"3441","Castellón/Castelló"," 2019_4º","2554"
"3442","Castellón/Castelló"," 2020_1º","2000"
"3443","Castellón/Castelló"," 2020_2º","1056"
"3444","Castellón/Castelló"," 2020_3º","2166"
"3445","Castellón/Castelló"," 2020_4º","2866"
"3446","Castellón/Castelló"," 2021_1º","2485"
"3447","Castellón/Castelló"," 2021_2º","3352"
"3448","Castellón/Castelló"," 2021_3º","3084"
"3449","Castellón/Castelló"," 2021_4º","3377"
"3450","Castellón/Castelló"," 2022_1º","2684"
"3451","Castellón/Castelló"," 2022_2º","3293"
"3452","Castellón/Castelló"," 2022_3º","2953"
"3453","Castellón/Castelló"," 2022_4º","3072"
"3454","Castellón/Castelló"," 2023_1º","2720"
"3455","Castellón/Castelló"," 2023_2º","3186"
"3456","Castellón/Castelló"," 2023_3º (**)","2848"
"3457","Castellón/Castelló"," 2004_1º","2979"
"3458","Castellón/Castelló"," 2004_2º","4751"
"3459","Castellón/Castelló"," 2004_3º","5329"
"3460","Castellón/Castelló"," 2004_4º","4138"
"3461","Castellón/Castelló"," 2005_1º","3693"
"3462","Castellón/Castelló"," 2005_2º","5574"
"3463","Castellón/Castelló"," 2005_3º","5769"
"3464","Castellón/Castelló"," 2005_4º","5370"
"3465","Castellón/Castelló"," 2006_1º","5144"
"3466","Castellón/Castelló"," 2006_2º","5759"
"3467","Castellón/Castelló"," 2006_3º","5642"
"3468","Castellón/Castelló"," 2006_4º","5331"
"3469","Castellón/Castelló"," 2007_1º","4634"
"3470","Castellón/Castelló"," 2007_2º","5254"
"3471","Castellón/Castelló"," 2007_3º","4480"
"3472","Castellón/Castelló"," 2007_4º","4919"
"3473","Castellón/Castelló"," 2008_1º","3260"
"3474","Castellón/Castelló"," 2008_2º","3501"
"3475","Castellón/Castelló"," 2008_3º","2842"
"3476","Castellón/Castelló"," 2008_4º","2146"
"3477","Valencia/València"," 2009_1º","5290"
"3478","Valencia/València"," 2009_2º","6182"
"3479","Valencia/València"," 2009_3º","5684"
"3480","Valencia/València"," 2009_4º","6919"
"3481","Valencia/València"," 2010_1º","5911"
"3482","Valencia/València"," 2010_2º","8820"
"3483","Valencia/València"," 2010_3º","4592"
"3484","Valencia/València"," 2010_4º","8331"
"3485","Valencia/València"," 2011_1º","3703"
"3486","Valencia/València"," 2011_2º","4578"
"3487","Valencia/València"," 2011_3º","4260"
"3488","Valencia/València"," 2011_4º","5140"
"3489","Valencia/València"," 2012_1º","3624"
"3490","Valencia/València"," 2012_2º","4822"
"3491","Valencia/València"," 2012_3º","4349"
"3492","Valencia/València"," 2012_4º","6429"
"3493","Valencia/València"," 2013_1º","2736"
"3494","Valencia/València"," 2013_2º","4616"
"3495","Valencia/València"," 2013_3º","3865"
"3496","Valencia/València"," 2013_4º","4732"
"3497","Valencia/València"," 2014_1º","4047"
"3498","Valencia/València"," 2014_2º","4902"
"3499","Valencia/València"," 2014_3º","4055"
"3500","Valencia/València"," 2014_4º","5908"
"3501","Valencia/València"," 2015_1º","4509"
"3502","Valencia/València"," 2015_2º","6056"
"3503","Valencia/València"," 2015_3º","5013"
"3504","Valencia/València"," 2015_4º","6126"
"3505","Valencia/València"," 2016_1º","5652"
"3506","Valencia/València"," 2016_2º","6799"
"3507","Valencia/València"," 2016_3º","5743"
"3508","Valencia/València"," 2016_4º","7241"
"3509","Valencia/València"," 2017_1º","6867"
"3510","Valencia/València"," 2017_2º","8692"
"3511","Valencia/València"," 2017_3º","6662"
"3512","Valencia/València"," 2017_4º","8593"
"3513","Valencia/València"," 2018_1º","8298"
"3514","Valencia/València"," 2018_2º","9638"
"3515","Valencia/València"," 2018_3º","8024"
"3516","Valencia/València"," 2018_4º","8986"
"3517","Valencia/València"," 2019_1º","8053"
"3518","Valencia/València"," 2019_2º","9010"
"3519","Valencia/València"," 2019_3º","6982"
"3520","Valencia/València"," 2019_4º","9017"
"3521","Valencia/València"," 2020_1º","6834"
"3522","Valencia/València"," 2020_2º","4506"
"3523","Valencia/València"," 2020_3º","7818"
"3524","Valencia/València"," 2020_4º","9656"
"3525","Valencia/València"," 2021_1º","8871"
"3526","Valencia/València"," 2021_2º","11176"
"3527","Valencia/València"," 2021_3º","9407"
"3528","Valencia/València"," 2021_4º","11202"
"3529","Valencia/València"," 2022_1º","10101"
"3530","Valencia/València"," 2022_2º","12039"
"3531","Valencia/València"," 2022_3º","10181"
"3532","Valencia/València"," 2022_4º","10968"
"3533","Valencia/València"," 2023_1º","10172"
"3534","Valencia/València"," 2023_2º","10515"
"3535","Valencia/València"," 2023_3º (**)","8695"
"3536","Valencia/València"," 2004_1º","13343"
"3537","Valencia/València"," 2004_2º","15698"
"3538","Valencia/València"," 2004_3º","12944"
"3539","Valencia/València"," 2004_4º","15643"
"3540","Valencia/València"," 2005_1º","12497"
"3541","Valencia/València"," 2005_2º","14506"
"3542","Valencia/València"," 2005_3º","12910"
"3543","Valencia/València"," 2005_4º","13545"
"3544","Valencia/València"," 2006_1º","14265"
"3545","Valencia/València"," 2006_2º","14035"
"3546","Valencia/València"," 2006_3º","12140"
"3547","Valencia/València"," 2006_4º","14512"
"3548","Valencia/València"," 2007_1º","13855"
"3549","Valencia/València"," 2007_2º","13914"
"3550","Valencia/València"," 2007_3º","10129"
"3551","Valencia/València"," 2007_4º","9370"
"3552","Valencia/València"," 2008_1º","7924"
"3553","Valencia/València"," 2008_2º","8834"
"3554","Valencia/València"," 2008_3º","6930"
"3555","Valencia/València"," 2008_4º","7585"
"3556","Extremadura"," 2009_1º","3082"
"3557","Extremadura"," 2009_2º","3291"
"3558","Extremadura"," 2009_3º","2865"
"3559","Extremadura"," 2009_4º","3377"
"3560","Extremadura"," 2010_1º","2625"
"3561","Extremadura"," 2010_2º","3427"
"3562","Extremadura"," 2010_3º","2323"
"3563","Extremadura"," 2010_4º","3359"
"3564","Extremadura"," 2011_1º","1879"
"3565","Extremadura"," 2011_2º","2255"
"3566","Extremadura"," 2011_3º","1807"
"3567","Extremadura"," 2011_4º","1991"
"3568","Extremadura"," 2012_1º","1565"
"3569","Extremadura"," 2012_2º","2071"
"3570","Extremadura"," 2012_3º","1558"
"3571","Extremadura"," 2012_4º","2903"
"3572","Extremadura"," 2013_1º","1088"
"3573","Extremadura"," 2013_2º","1282"
"3574","Extremadura"," 2013_3º","1242"
"3575","Extremadura"," 2013_4º","1542"
"3576","Extremadura"," 2014_1º","1488"
"3577","Extremadura"," 2014_2º","1441"
"3578","Extremadura"," 2014_3º","1342"
"3579","Extremadura"," 2014_4º","2011"
"3580","Extremadura"," 2015_1º","1429"
"3581","Extremadura"," 2015_2º","1548"
"3582","Extremadura"," 2015_3º","1503"
"3583","Extremadura"," 2015_4º","1843"
"3584","Extremadura"," 2016_1º","1646"
"3585","Extremadura"," 2016_2º","1952"
"3586","Extremadura"," 2016_3º","1661"
"3587","Extremadura"," 2016_4º","1938"
"3588","Extremadura"," 2017_1º","2051"
"3589","Extremadura"," 2017_2º","2034"
"3590","Extremadura"," 2017_3º","1845"
"3591","Extremadura"," 2017_4º","2160"
"3592","Extremadura"," 2018_1º","2076"
"3593","Extremadura"," 2018_2º","2414"
"3594","Extremadura"," 2018_3º","2198"
"3595","Extremadura"," 2018_4º","2592"
"3596","Extremadura"," 2019_1º","2287"
"3597","Extremadura"," 2019_2º","2665"
"3598","Extremadura"," 2019_3º","1960"
"3599","Extremadura"," 2019_4º","2774"
"3600","Extremadura"," 2020_1º","1992"
"3601","Extremadura"," 2020_2º","1478"
"3602","Extremadura"," 2020_3º","2656"
"3603","Extremadura"," 2020_4º","3039"
"3604","Extremadura"," 2021_1º","2820"
"3605","Extremadura"," 2021_2º","3069"
"3606","Extremadura"," 2021_3º","2871"
"3607","Extremadura"," 2021_4º","3426"
"3608","Extremadura"," 2022_1º","3176"
"3609","Extremadura"," 2022_2º","3308"
"3610","Extremadura"," 2022_3º","3098"
"3611","Extremadura"," 2022_4º","3136"
"3612","Extremadura"," 2023_1º","2915"
"3613","Extremadura"," 2023_2º","3056"
"3614","Extremadura"," 2023_3º (**)","2433"
"3615","Extremadura"," 2004_1º","3349"
"3616","Extremadura"," 2004_2º","4092"
"3617","Extremadura"," 2004_3º","4067"
"3618","Extremadura"," 2004_4º","3668"
"3619","Extremadura"," 2005_1º","3407"
"3620","Extremadura"," 2005_2º","3837"
"3621","Extremadura"," 2005_3º","3722"
"3622","Extremadura"," 2005_4º","4070"
"3623","Extremadura"," 2006_1º","3839"
"3624","Extremadura"," 2006_2º","3945"
"3625","Extremadura"," 2006_3º","4085"
"3626","Extremadura"," 2006_4º","4135"
"3627","Extremadura"," 2007_1º","4435"
"3628","Extremadura"," 2007_2º","4238"
"3629","Extremadura"," 2007_3º","4256"
"3630","Extremadura"," 2007_4º","4218"
"3631","Extremadura"," 2008_1º","4183"
"3632","Extremadura"," 2008_2º","4078"
"3633","Extremadura"," 2008_3º","3572"
"3634","Extremadura"," 2008_4º","3819"
"3635","Badajoz"," 2009_1º","2062"
"3636","Badajoz"," 2009_2º","2181"
"3637","Badajoz"," 2009_3º","1654"
"3638","Badajoz"," 2009_4º","2027"
"3639","Badajoz"," 2010_1º","1625"
"3640","Badajoz"," 2010_2º","2133"
"3641","Badajoz"," 2010_3º","1408"
"3642","Badajoz"," 2010_4º","2055"
"3643","Badajoz"," 2011_1º","1274"
"3644","Badajoz"," 2011_2º","1293"
"3645","Badajoz"," 2011_3º","1129"
"3646","Badajoz"," 2011_4º","1163"
"3647","Badajoz"," 2012_1º","984"
"3648","Badajoz"," 2012_2º","1277"
"3649","Badajoz"," 2012_3º","970"
"3650","Badajoz"," 2012_4º","1496"
"3651","Badajoz"," 2013_1º","648"
"3652","Badajoz"," 2013_2º","767"
"3653","Badajoz"," 2013_3º","706"
"3654","Badajoz"," 2013_4º","876"
"3655","Badajoz"," 2014_1º","870"
"3656","Badajoz"," 2014_2º","893"
"3657","Badajoz"," 2014_3º","827"
